id,method,llm,family,complexity,ifs,mcs,mcs_total,mcs_matched,mcs_mismatched,high_ifs_low_mcs,mismatch_properties,mismatch_reasons,first_mismatch
th_002,D,deepseek-flash,th_coupled,simple,0.9219330855018587,0.3333333333333333,3,1,2,True,kernel:diffusion;kernel:diffusion,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 30.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
plasticity_010,D,deepseek-flash,plasticity,complex,0.8087774294670846,0.5,10,5,5,False,material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:yield_stress;material:hardening_constant,value_mismatch;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate,"{""cand"": ""linear_elastic"", ""cand_detail"": {""material"": ""stress"", ""material_type"": ""ComputeLinearElasticStress"", ""role"": ""stress_model""}, ""property"": ""material_model:stress_model"", ""reason"": ""value_mismatch"", ""ref"": ""multiple_inelastic"", ""ref_detail"": {""material"": ""stress"", ""material_type"": ""ComputeMultipleInelasticStress"", ""role"": ""stress_model""}}"
th_001,D,deepseek-flash,th_coupled,medium,0.5464684014869888,0.4,5,2,3,False,kernel:diffusion;bc:neumann:t:right:t_infinity;bc:neumann:t:right:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 3e-07, ""ref_detail"": {""coefficient_param"": ""diffusivity"", ""kernel"": ""MatDiffusion"", ""material_properties"": [""D""], ""operator"": ""diffusion""}}"
th_004,D,deepseek-flash,th_coupled,medium,0.924731182795699,1.0,3,3,0,False,,,{}
th_003,D,deepseek-flash,th_coupled,complex,0.793233082706767,0.6,5,3,2,False,bc:neumann:t:right:t_infinity;bc:neumann:t:right:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""bc:neumann:t:right:t_infinity"", ""reason"": ""missing_in_candidate"", ""ref"": 25.0, ""ref_detail"": {""bc"": ""ConvectiveHeatFluxBC"", ""bc_type"": ""Neumann"", ""boundary"": ""right"", ""canonical_parameter"": ""T_infinity"", ""parameter"": ""T_infinity"", ""variable"": ""T""}}"
th_005,D,deepseek-flash,th_coupled,medium,0.9044368600682594,0.6666666666666666,3,2,1,False,kernel:diffusion,missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 1e-06, ""ref_detail"": {""coefficient_param"": ""diffusivity"", ""kernel"": ""MatDiffusion"", ""material_properties"": [""D""], ""operator"": ""diffusion""}}"
th_006,D,deepseek-flash,th_coupled,complex,0.864516129032258,0.3333333333333333,3,1,2,False,kernel:diffusion;kernel:diffusion,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 1.5, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
th_008,D,deepseek-flash,th_coupled,medium,0.924731182795699,0.3333333333333333,3,1,2,True,kernel:diffusion;kernel:diffusion,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 15.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
th_007,D,deepseek-flash,th_coupled,simple,0.7843137254901961,0.0,5,0,5,False,kernel:diffusion;kernel:time_derivative;kernel:diffusion;bc:neumann:t:right:t_infinity;bc:neumann:t:right:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 80.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
th_009,D,deepseek-flash,th_coupled,complex,0.5451388888888888,0.2,5,1,4,False,kernel:diffusion;kernel:diffusion;bc:neumann:t:left right top bottom:t_infinity;bc:neumann:t:left right top bottom:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 50.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
th_010,D,deepseek-flash,th_coupled,medium,0.8514492753623188,1.0,3,3,0,False,,,{}
th_011,D,deepseek-flash,th_coupled,simple,0.9732824427480916,0.3333333333333333,3,1,2,True,kernel:time_derivative;kernel:diffusion,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:time_derivative"", ""reason"": ""missing_in_candidate"", ""ref"": 3611000.0, ""ref_detail"": {""coefficient_param"": ""density_specific_heat"", ""kernel"": ""HeatConductionTimeDerivative"", ""material_properties"": [""density"", ""specific_heat""], ""operator"": ""time_derivative""}}"
th_013,D,deepseek-flash,th_coupled,simple,0.7938931297709924,0.6666666666666666,3,2,1,False,kernel:time_derivative,missing_in_candidate,"{""cand"": null, ""property"": ""kernel:time_derivative"", ""reason"": ""missing_in_candidate"", ""ref"": 2430000.0, ""ref_detail"": {""coefficient_param"": ""density_specific_heat"", ""kernel"": ""HeatConductionTimeDerivative"", ""material_properties"": [""density"", ""specific_heat""], ""operator"": ""time_derivative""}}"
thermal_001,D,deepseek-flash,thermal,simple,1.0,,0,0,0,False,,,{}
th_015,D,deepseek-flash,th_coupled,medium,0.9239130434782609,0.0,3,0,3,True,kernel:diffusion;kernel:time_derivative;kernel:diffusion,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 0.5, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
th_012,D,deepseek-flash,th_coupled,complex,0.8717948717948718,0.3333333333333333,3,1,2,False,kernel:diffusion;kernel:diffusion,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 10.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
th_014,D,deepseek-flash,th_coupled,complex,0.6459854014598541,0.4,5,2,3,False,kernel:time_derivative;bc:neumann:t:left right top bottom:t_infinity;bc:neumann:t:left right top bottom:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:time_derivative"", ""reason"": ""missing_in_candidate"", ""ref"": 2160000.0, ""ref_detail"": {""coefficient_param"": ""density_specific_heat"", ""kernel"": ""HeatConductionTimeDerivative"", ""material_properties"": [""density"", ""specific_heat""], ""operator"": ""time_derivative""}}"
thermal_005,D,deepseek-flash,thermal,medium,0.8461538461538461,,0,0,0,False,,,{}
thermal_002,D,deepseek-flash,thermal,medium,0.7403314917127072,0.1111111111111111,9,1,8,False,kernel:time_derivative;material_model:elasticity_tensor;material_model:eigenstrain_model;material_model:stress_model;material:youngs_modulus;material:poissons_ratio;material:thermal_expansion_coeff;material:stress_free_temperature,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:time_derivative"", ""reason"": ""missing_in_candidate"", ""ref"": 4000.0, ""ref_detail"": {""coefficient_param"": ""density_specific_heat"", ""kernel"": ""HeatConductionTimeDerivative"", ""material_properties"": [""density"", ""specific_heat""], ""operator"": ""time_derivative""}}"
thermal_006,D,deepseek-flash,thermal,medium,0.7333333333333334,0.0,1,0,1,False,kernel:diffusion,missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 45.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
thermal_003,D,deepseek-flash,thermal,simple,1.0,,0,0,0,False,,,{}
thermal_012,D,deepseek-flash,thermal,simple,1.0,,0,0,0,False,,,{}
thermal_011,D,deepseek-flash,thermal,simple,0.7692307692307693,,0,0,0,False,,,{}
thermal_013,D,deepseek-flash,thermal,simple,0.3571428571428571,,0,0,0,False,,,{}
thermal_014,D,deepseek-flash,thermal,simple,1.0,,0,0,0,False,,,{}
thermal_009,D,deepseek-flash,thermal,complex,0.9627659574468085,0.75,4,3,1,False,bc:neumann:t:top:heat_transfer_coefficient,missing_in_candidate,"{""cand"": null, ""property"": ""bc:neumann:t:top:heat_transfer_coefficient"", ""reason"": ""missing_in_candidate"", ""ref"": 50.0, ""ref_detail"": {""bc"": ""ConvectiveHeatFluxBC"", ""bc_type"": ""Neumann"", ""boundary"": ""top"", ""canonical_parameter"": ""heat_transfer_coefficient"", ""parameter"": ""heat_transfer_coefficient"", ""variable"": ""T""}}"
thermal_008,D,deepseek-flash,thermal,complex,0.7403314917127072,0.2222222222222222,9,2,7,False,material_model:elasticity_tensor;material_model:eigenstrain_model;material_model:stress_model;material:youngs_modulus;material:poissons_ratio;material:thermal_expansion_coeff;material:stress_free_temperature,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:elasticity_tensor"", ""reason"": ""missing_in_candidate"", ""ref"": ""isotropic"", ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""role"": ""elasticity_tensor""}}"
thermal_015,D,deepseek-flash,thermal,medium,0.8985507246376812,0.5,2,1,1,False,kernel:diffusion,missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 50.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
thermal_016,D,deepseek-flash,thermal,medium,1.0,0.75,4,3,1,False,bc:neumann:t:right:t_infinity,value_mismatch,"{""cand"": 0.0, ""cand_detail"": {""bc"": ""ConvectiveHeatFluxBC"", ""bc_type"": ""Neumann"", ""boundary"": ""right"", ""canonical_parameter"": ""T_infinity"", ""parameter"": ""T_infinity"", ""variable"": ""T""}, ""property"": ""bc:neumann:t:right:t_infinity"", ""reason"": ""value_mismatch"", ""ref"": 30.0, ""ref_detail"": {""bc"": ""ConvectiveHeatFluxBC"", ""bc_type"": ""Neumann"", ""boundary"": ""right"", ""canonical_parameter"": ""T_infinity"", ""parameter"": ""T_infinity"", ""variable"": ""T""}}"
thermal_020,D,deepseek-flash,thermal,medium,0.7938931297709924,0.5,4,2,2,False,bc:neumann:t:right:t_infinity;bc:neumann:t:right:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""bc:neumann:t:right:t_infinity"", ""reason"": ""missing_in_candidate"", ""ref"": 40.0, ""ref_detail"": {""bc"": ""ConvectiveHeatFluxBC"", ""bc_type"": ""Neumann"", ""boundary"": ""right"", ""canonical_parameter"": ""T_infinity"", ""parameter"": ""T_infinity"", ""variable"": ""T""}}"
thermal_018,D,deepseek-flash,thermal,medium,0.829059829059829,0.5,4,2,2,False,bc:neumann:t:left:t_infinity;bc:neumann:t:left:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""bc:neumann:t:left:t_infinity"", ""reason"": ""missing_in_candidate"", ""ref"": 25.0, ""ref_detail"": {""bc"": ""ConvectiveHeatFluxBC"", ""bc_type"": ""Neumann"", ""boundary"": ""left"", ""canonical_parameter"": ""T_infinity"", ""parameter"": ""T_infinity"", ""variable"": ""T""}}"
thermal_019,D,deepseek-flash,thermal,medium,0.6914285714285714,0.25,4,1,3,False,kernel:time_derivative;bc:neumann:t:top:t_infinity;bc:neumann:t:top:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:time_derivative"", ""reason"": ""missing_in_candidate"", ""ref"": 2430000.0, ""ref_detail"": {""coefficient_param"": ""density_specific_heat"", ""kernel"": ""HeatConductionTimeDerivative"", ""material_properties"": [""density"", ""specific_heat""], ""operator"": ""time_derivative""}}"
thermal_022,D,deepseek-flash,thermal,complex,0.7897435897435898,0.25,4,1,3,False,kernel:diffusion;bc:neumann:t:top:t_infinity;bc:neumann:t:top:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 24.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
thermal_023,D,deepseek-flash,thermal,complex,0.7403314917127072,0.3333333333333333,6,2,4,False,bc:neumann:t:right:t_infinity;bc:neumann:t:right:heat_transfer_coefficient;bc:neumann:t:top:t_infinity;bc:neumann:t:top:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""bc:neumann:t:right:t_infinity"", ""reason"": ""missing_in_candidate"", ""ref"": 350.0, ""ref_detail"": {""bc"": ""ConvectiveHeatFluxBC"", ""bc_type"": ""Neumann"", ""boundary"": ""right"", ""canonical_parameter"": ""T_infinity"", ""parameter"": ""T_infinity"", ""variable"": ""T""}}"
thermal_021,D,deepseek-flash,thermal,complex,0.49295774647887325,0.25,4,1,3,False,kernel:diffusion;bc:neumann:t:left right top bottom:t_infinity;bc:neumann:t:left right top bottom:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 3.5, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
thermal_025,D,deepseek-flash,thermal,medium,0.8611111111111112,0.25,4,1,3,False,kernel:time_derivative;bc:neumann:t:right:t_infinity;bc:neumann:t:right:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:time_derivative"", ""reason"": ""missing_in_candidate"", ""ref"": 3494400.0, ""ref_detail"": {""coefficient_param"": ""density_specific_heat"", ""kernel"": ""HeatConductionTimeDerivative"", ""material_properties"": [""density"", ""specific_heat""], ""operator"": ""time_derivative""}}"
thermal_026,D,deepseek-flash,thermal,complex,0.8448275862068966,0.5,4,2,2,False,bc:neumann:t:top:t_infinity;bc:neumann:t:top:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""bc:neumann:t:top:t_infinity"", ""reason"": ""missing_in_candidate"", ""ref"": 300.0, ""ref_detail"": {""bc"": ""ConvectiveHeatFluxBC"", ""bc_type"": ""Neumann"", ""boundary"": ""top"", ""canonical_parameter"": ""T_infinity"", ""parameter"": ""T_infinity"", ""variable"": ""T""}}"
thermal_028,D,deepseek-flash,thermal,complex,0.7985074626865671,0.5,4,2,2,False,bc:neumann:t:right:t_infinity;bc:neumann:t:right:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""bc:neumann:t:right:t_infinity"", ""reason"": ""missing_in_candidate"", ""ref"": 20.0, ""ref_detail"": {""bc"": ""ConvectiveHeatFluxBC"", ""bc_type"": ""Neumann"", ""boundary"": ""right"", ""canonical_parameter"": ""T_infinity"", ""parameter"": ""T_infinity"", ""variable"": ""T""}}"
thermal_027,D,deepseek-flash,thermal,medium,0.8089887640449438,0.25,4,1,3,False,kernel:diffusion;bc:neumann:t:top:t_infinity;bc:neumann:t:top:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 16.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
thermal_030,D,deepseek-flash,thermal,simple,0.8,0.0,3,0,3,False,kernel:diffusion;material:specific_heat;material:density,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 50.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
thermal_032,D,deepseek-flash,thermal,simple,0.7704918032786885,0.0,3,0,3,False,kernel:diffusion;material:specific_heat;material:density,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 45.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
thermal_029,D,deepseek-flash,thermal,complex,0.8850574712643678,0.25,4,1,3,False,kernel:time_derivative;bc:neumann:t:top:t_infinity;bc:neumann:t:top:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:time_derivative"", ""reason"": ""missing_in_candidate"", ""ref"": 3291000.0, ""ref_detail"": {""coefficient_param"": ""density_specific_heat"", ""kernel"": ""HeatConductionTimeDerivative"", ""material_properties"": [""density"", ""specific_heat""], ""operator"": ""time_derivative""}}"
thermal_031,D,deepseek-flash,thermal,simple,1.0,0.5,2,1,1,False,kernel:time_derivative,missing_in_candidate,"{""cand"": null, ""property"": ""kernel:time_derivative"", ""reason"": ""missing_in_candidate"", ""ref"": 2500000.0, ""ref_detail"": {""coefficient_param"": ""density_specific_heat"", ""kernel"": ""HeatConductionTimeDerivative"", ""material_properties"": [""density"", ""specific_heat""], ""operator"": ""time_derivative""}}"
thermal_034,D,deepseek-flash,thermal,simple,0.8571428571428572,0.0,3,0,3,False,kernel:diffusion;material:specific_heat;material:density,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 200.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
thermal_033,D,deepseek-flash,thermal,medium,0.950354609929078,0.5,2,1,1,False,kernel:time_derivative,missing_in_candidate,"{""cand"": null, ""property"": ""kernel:time_derivative"", ""reason"": ""missing_in_candidate"", ""ref"": 1760000.0, ""ref_detail"": {""coefficient_param"": ""density_specific_heat"", ""kernel"": ""HeatConductionTimeDerivative"", ""material_properties"": [""density"", ""specific_heat""], ""operator"": ""time_derivative""}}"
thermal_036,D,deepseek-flash,thermal,medium,0.7565217391304349,0.0,3,0,3,False,kernel:diffusion;material:specific_heat;material:density,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 1.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
thermal_039,D,deepseek-flash,thermal,simple,0.7857142857142858,0.0,3,0,3,False,kernel:diffusion;material:specific_heat;material:density,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 2.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
thermal_037,D,deepseek-flash,thermal,medium,0.950354609929078,0.75,4,3,1,False,bc:neumann:t:right:heat_transfer_coefficient,missing_in_candidate,"{""cand"": null, ""property"": ""bc:neumann:t:right:heat_transfer_coefficient"", ""reason"": ""missing_in_candidate"", ""ref"": 10.0, ""ref_detail"": {""bc"": ""ConvectiveHeatFluxBC"", ""bc_type"": ""Neumann"", ""boundary"": ""right"", ""canonical_parameter"": ""heat_transfer_coefficient"", ""parameter"": ""heat_transfer_coefficient"", ""variable"": ""T""}}"
thermal_035,D,deepseek-flash,thermal,medium,0.8387096774193549,0.25,4,1,3,False,kernel:time_derivative;bc:neumann:t:left:t_infinity;bc:neumann:t:left:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:time_derivative"", ""reason"": ""missing_in_candidate"", ""ref"": 1600000.0, ""ref_detail"": {""coefficient_param"": ""density_specific_heat"", ""kernel"": ""HeatConductionTimeDerivative"", ""material_properties"": [""density"", ""specific_heat""], ""operator"": ""time_derivative""}}"
thermal_041,D,deepseek-flash,thermal,medium,0.9465648854961832,0.0,3,0,3,True,kernel:diffusion;material:specific_heat;material:density,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 15.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
thermal_038,D,deepseek-flash,thermal,complex,0.3305785123966942,0.25,4,1,3,False,kernel:time_derivative;bc:neumann:t:left right top bottom front back:t_infinity;bc:neumann:t:left right top bottom front back:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:time_derivative"", ""reason"": ""missing_in_candidate"", ""ref"": 3560000.0, ""ref_detail"": {""coefficient_param"": ""density_specific_heat"", ""kernel"": ""HeatConductionTimeDerivative"", ""material_properties"": [""density"", ""specific_heat""], ""operator"": ""time_derivative""}}"
thermal_040,D,deepseek-flash,thermal,medium,0.9435483870967742,0.5,2,1,1,False,kernel:diffusion,missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 150.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
thermal_043,D,deepseek-flash,thermal,medium,0.7043478260869565,0.2,5,1,4,False,bc:neumann:t:right:t_infinity;bc:neumann:t:right:heat_transfer_coefficient;material:specific_heat;material:density,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""bc:neumann:t:right:t_infinity"", ""reason"": ""missing_in_candidate"", ""ref"": 300.0, ""ref_detail"": {""bc"": ""ConvectiveHeatFluxBC"", ""bc_type"": ""Neumann"", ""boundary"": ""right"", ""canonical_parameter"": ""T_infinity"", ""parameter"": ""T_infinity"", ""variable"": ""T""}}"
thermal_045,D,deepseek-flash,thermal,complex,0.65625,0.2,5,1,4,False,bc:neumann:t:top:t_infinity;bc:neumann:t:top:heat_transfer_coefficient;material:specific_heat;material:density,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""bc:neumann:t:top:t_infinity"", ""reason"": ""missing_in_candidate"", ""ref"": 300.0, ""ref_detail"": {""bc"": ""ConvectiveHeatFluxBC"", ""bc_type"": ""Neumann"", ""boundary"": ""top"", ""canonical_parameter"": ""T_infinity"", ""parameter"": ""T_infinity"", ""variable"": ""T""}}"
thermal_042,D,deepseek-flash,thermal,medium,0.6209677419354839,0.3333333333333333,6,2,4,False,bc:neumann:t:left:t_infinity;bc:neumann:t:left:heat_transfer_coefficient;bc:neumann:t:right:t_infinity;bc:neumann:t:right:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""bc:neumann:t:left:t_infinity"", ""reason"": ""missing_in_candidate"", ""ref"": 20.0, ""ref_detail"": {""bc"": ""ConvectiveHeatFluxBC"", ""bc_type"": ""Neumann"", ""boundary"": ""left"", ""canonical_parameter"": ""T_infinity"", ""parameter"": ""T_infinity"", ""variable"": ""T""}}"
thermal_044,D,deepseek-flash,thermal,medium,0.9465648854961832,1.0,2,2,0,False,,,{}
thm_002,D,deepseek-flash,thm_coupled,simple,0.7175572519083969,0.0,3,0,3,False,material:phase;material:porosity;material:permeability,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material:phase"", ""reason"": ""missing_in_candidate"", ""ref"": 0.0, ""ref_detail"": {""material"": ""simple_fluid_mat"", ""material_type"": ""PorousFlowSingleComponentFluid"", ""property"": ""phase""}}"
thm_004,D,deepseek-flash,thm_coupled,medium,0.6221498371335505,0.0,5,0,5,False,material:phase;material:porosity;material:permeability;material:density;material:specific_heat_capacity,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material:phase"", ""reason"": ""missing_in_candidate"", ""ref"": 0.0, ""ref_detail"": {""material"": ""simple_fluid_mat"", ""material_type"": ""PorousFlowSingleComponentFluid"", ""property"": ""phase""}}"
thm_003,D,deepseek-flash,thm_coupled,simple,0.7649122807017543,0.0,5,0,5,False,material:phase;material:porosity;material:permeability;material:density;material:specific_heat_capacity,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material:phase"", ""reason"": ""missing_in_candidate"", ""ref"": 0.0, ""ref_detail"": {""material"": ""simple_fluid_mat"", ""material_type"": ""PorousFlowSingleComponentFluid"", ""property"": ""phase""}}"
thermal_046,D,deepseek-flash,thermal,complex,0.7888198757763976,0.25,4,1,3,False,kernel:time_derivative;bc:neumann:t:right:t_infinity;bc:neumann:t:right:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:time_derivative"", ""reason"": ""missing_in_candidate"", ""ref"": 1620000.0, ""ref_detail"": {""coefficient_param"": ""density_specific_heat"", ""kernel"": ""HeatConductionTimeDerivative"", ""material_properties"": [""density"", ""specific_heat""], ""operator"": ""time_derivative""}}"
thm_005,D,deepseek-flash,thm_coupled,medium,0.772189349112426,0.5,8,4,4,False,material:phase;material:permeability;material:youngs_modulus;material:poissons_ratio,missing_in_candidate;value_mismatch;value_mismatch;value_mismatch,"{""cand"": null, ""property"": ""material:phase"", ""reason"": ""missing_in_candidate"", ""ref"": 0.0, ""ref_detail"": {""material"": ""simple_fluid_mat"", ""material_type"": ""PorousFlowSingleComponentFluid"", ""property"": ""phase""}}"
